Q1,Q2,Q3,Q4,Q5,Q6_encoded,Avg_EAR,Std_EAR,Avg_MAR,Std_MAR,Positive_Percent,Neutral_Percent,Negative_Percent,Sentiment_Pos,Sentiment_Neu,Sentiment_Neg,Sentiment_Comp
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1.8846715957312585,0.3249,0.0204,0.1467,0.0118,1.74,78.65,19.61,0.19,0.81,0.0,0.54
Often,Often,Always,Rarely,Sometimes,3.2865475908418866,0.2956,0.0106,0.1508,0.0169,0.0,66.84,33.16,0.0,0.87,0.13,-0.383
Sometimes,Sometimes,Sometimes,Rarely,Sometimes,1.8370607886928556,0.3402,0.0127,0.0552,0.0173,25.73,52.88,21.4,0.14,0.86,0.0,0.4091
Rarely,Rarely,Sometimes,Rarely,Often,1.4311930613017672,0.2739,0.0249,0.1274,0.0193,30.51,69.49,0.0,0.05,0.95,0.0,0.151
Sometimes,Rarely,Rarely,Rarely,Sometimes,1.9768497890011996,0.3006,0.0273,0.123,0.0106,0.0,75.76,24.24,0.09,0.91,0.0,0.2633
Sometimes,Often,Sometimes,Never,Never,3.3129970097488735,0.3104,0.0139,0.1408,0.0135,24.95,34.39,40.66,0.0,0.85,0.15,-0.4226
Sometimes,Sometimes,Sometimes,Often,Sometimes,1.340832189483491,0.3556,0.0152,0.1403,0.0188,54.94,44.46,0.6,0.22,0.78,0.0,0.6252
Rarely,Rarely,Never,Often,Often,0.6950463725429752,0.296,0.0275,0.1398,0.017,46.9,41.32,11.79,0.09,0.91,0.0,0.2546
Sometimes,Often,Often,Sometimes,Rarely,2.848056081323123,0.318,0.025,0.1145,0.0194,11.54,39.65,48.81,0.0,0.86,0.14,-0.3864
Often,Sometimes,Often,Never,Never,3.303912850832327,0.2978,0.0154,0.1616,0.0141,0.0,53.47,46.53,0.01,0.99,0.0,0.0332
Rarely,Never,Never,Always,Always,0.4025499140941333,0.277,0.0147,0.0872,0.0114,29.82,70.18,0.0,0.35,0.65,0.0,1.0
Sometimes,Rarely,Sometimes,Often,Often,0.9594964510237789,0.2712,0.0108,0.1452,0.0184,47.56,48.84,3.6,0.1,0.9,0.0,0.2965
Never,Never,Never,Always,Often,0.5678879590439756,0.3195,0.0252,0.0685,0.0174,32.31,67.69,0.0,0.04,0.96,0.0,0.12
Rarely,Rarely,Rarely,Sometimes,Sometimes,1.3917656463286665,0.361,0.0153,0.0832,0.0108,43.7,56.3,0.0,0.18,0.82,0.0,0.522
Often,Rarely,Sometimes,Often,Always,1.8014039156216506,0.2634,0.0297,0.1016,0.019,33.41,46.88,19.71,0.0,0.96,0.04,-0.1008
Always,Often,Often,Rarely,Rarely,2.995305347853226,0.285,0.0151,0.1199,0.0135,0.0,52.41,47.59,0.0,0.8,0.2,-0.567
Often,Sometimes,Rarely,Rarely,Rarely,2.6045903395266965,0.2922,0.0235,0.121,0.017,8.6,79.51,11.9,0.0,0.79,0.21,-0.6068
Often,Often,Often,Rarely,Sometimes,2.4837142699137247,0.2566,0.0206,0.09,0.0175,20.32,35.38,44.3,0.0,0.9,0.1,-0.2831
Rarely,Rarely,Sometimes,Often,Often,1.4094997864386176,0.2031,0.0219,0.1291,0.0154,18.74,81.26,0.0,0.08,0.92,0.0,0.2259
Often,Often,Often,Rarely,Never,3.3657902123390397,0.3197,0.018,0.1455,0.0125,8.91,70.98,20.12,0.0,0.75,0.25,-0.7232
Sometimes,Often,Sometimes,Sometimes,Often,1.8851486695926583,0.2825,0.0291,0.0844,0.0177,30.9,39.13,29.97,0.0,0.94,0.06,-0.1682
Always,Always,Always,Never,Never,3.916419752060618,0.3117,0.0296,0.14,0.0167,0.0,54.49,45.51,0.0,0.7,0.3,-0.8536
Sometimes,Sometimes,Often,Rarely,Rarely,2.5365685531829474,0.3964,0.0273,0.0895,0.0105,9.26,70.7,20.04,0.0,0.9,0.1,-0.2748
Never,Never,Never,Always,Always,0.5050589662580109,0.2761,0.026,0.1432,0.0193,21.53,78.47,0.0,0.22,0.78,0.0,0.6341
Always,Sometimes,Sometimes,Sometimes,Rarely,2.704710248301736,0.3242,0.0238,0.101,0.0179,14.94,26.83,58.23,0.0,0.73,0.27,-0.7773
Never,Sometimes,Rarely,Often,Often,1.300416061726796,0.2962,0.0169,0.1222,0.0168,30.38,42.92,26.7,0.0,0.89,0.11,-0.3135
Often,Often,Sometimes,Sometimes,Rarely,2.7453087867443897,0.3422,0.0152,0.1057,0.0175,0.0,44.21,55.79,0.0,0.91,0.09,-0.2442
Never,Rarely,Never,Always,Always,0.27856459264962297,0.3045,0.0213,0.12,0.0138,59.53,37.44,3.03,0.35,0.65,0.0,1.0
Never,Rarely,Rarely,Often,Often,0.6995257487038375,0.3046,0.025,0.0865,0.0198,30.12,30.22,39.66,0.35,0.65,0.0,1.0
Often,Always,Often,Never,Never,3.4229490356231453,0.3122,0.0142,0.1653,0.0163,0.0,29.84,70.16,0.0,1.0,0.0,0.004
Rarely,Rarely,Rarely,Always,Often,0.9087182280940596,0.3951,0.0298,0.131,0.0199,26.85,28.2,44.95,0.28,0.72,0.0,0.7958
Often,Often,Always,Rarely,Rarely,3.34816450097176,0.2622,0.0146,0.0761,0.0138,8.01,48.18,43.81,0.0,0.87,0.13,-0.3621
Rarely,Sometimes,Rarely,Often,Often,1.1171043538176417,0.2869,0.025,0.0941,0.0101,16.63,49.79,33.57,0.23,0.77,0.0,0.6473
Often,Often,Rarely,Sometimes,Rarely,2.5715276402348306,0.3454,0.0222,0.1033,0.0188,0.0,87.93,12.07,0.0,0.87,0.13,-0.364
Sometimes,Always,Often,Sometimes,Sometimes,2.776602294039324,0.2336,0.0298,0.0989,0.0109,23.76,52.89,23.36,0.0,0.85,0.15,-0.4401
Sometimes,Rarely,Sometimes,Sometimes,Sometimes,2.0506190125802117,0.3491,0.0141,0.1607,0.0132,25.18,44.62,30.21,0.03,0.97,0.0,0.0798
Rarely,Rarely,Rarely,Often,Often,1.2212427067869251,0.3232,0.0298,0.1315,0.011,44.53,40.33,15.15,0.26,0.74,0.0,0.7343
Rarely,Rarely,Sometimes,Often,Often,0.8505775054843845,0.3175,0.0195,0.0999,0.0176,24.44,52.3,23.26,0.04,0.96,0.0,0.103
Sometimes,Never,Never,Always,Often,0.13275741824970488,0.3616,0.0222,0.0723,0.0124,29.21,60.92,9.87,0.35,0.65,0.0,1.0
Rarely,Rarely,Rarely,Sometimes,Always,1.2157856049628952,0.3515,0.0283,0.074,0.0122,39.03,53.81,7.16,0.24,0.76,0.0,0.6992
Sometimes,Sometimes,Sometimes,Rarely,Sometimes,2.612651162125132,0.3363,0.0269,0.1334,0.0172,28.22,61.9,9.88,0.0,0.74,0.26,-0.7518
Always,Often,Often,Never,Sometimes,3.7532192737939307,0.3406,0.0194,0.1934,0.019,7.22,41.21,51.57,0.0,0.65,0.35,-1.0
Always,Always,Always,Never,Rarely,3.484817929052208,0.3339,0.018,0.0918,0.0164,0.0,50.48,49.52,0.0,0.98,0.02,-0.0548
Often,Sometimes,Often,Sometimes,Rarely,3.0642591061412103,0.2821,0.0273,0.1521,0.0125,0.0,39.4,60.6,0.0,0.84,0.16,-0.4494
Always,Always,Often,Rarely,Rarely,3.1537893730131947,0.2719,0.0148,0.1065,0.0165,0.0,70.96,29.04,0.0,0.98,0.02,-0.0441
Sometimes,Sometimes,Sometimes,Rarely,Sometimes,2.659939613903981,0.2781,0.017,0.1888,0.0188,0.0,71.63,28.37,0.01,0.99,0.0,0.0337
Sometimes,Rarely,Rarely,Often,Often,1.041147430264012,0.2878,0.0125,0.1771,0.0154,17.89,67.07,15.03,0.0,0.97,0.03,-0.0924
Often,Often,Always,Rarely,Rarely,3.6287801228233194,0.2789,0.0163,0.1769,0.0197,4.26,48.79,46.94,0.05,0.95,0.0,0.1534
Sometimes,Often,Often,Rarely,Rarely,2.682929247623336,0.2586,0.0208,0.1697,0.0193,37.45,27.73,34.82,0.0,0.92,0.08,-0.2327
Often,Sometimes,Sometimes,Rarely,Rarely,2.24176252392176,0.1768,0.014,0.17,0.0125,15.53,62.05,22.42,0.0,0.69,0.31,-0.8834
Never,Rarely,Rarely,Often,Often,0.4439578768539243,0.2647,0.0234,0.1767,0.0197,56.46,43.54,0.0,0.0,0.95,0.05,-0.1293
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1.7882221752257017,0.3407,0.023,0.0981,0.0133,26.32,59.07,14.61,0.31,0.69,0.0,0.8885
Rarely,Often,Rarely,Sometimes,Rarely,1.8414330848077052,0.2522,0.0163,0.1552,0.0178,35.98,37.65,26.37,0.13,0.87,0.0,0.3638
Often,Often,Often,Rarely,Rarely,3.45825443809068,0.2668,0.0245,0.1606,0.0183,14.58,32.07,53.35,0.0,0.73,0.27,-0.7829
Often,Often,Sometimes,Rarely,Rarely,2.186592880751154,0.3487,0.0123,0.1389,0.0122,41.51,58.49,0.0,0.1,0.9,0.0,0.285
Rarely,Sometimes,Sometimes,Sometimes,Often,1.5216021958816386,0.3368,0.0268,0.1276,0.0185,40.29,44.75,14.96,0.0,0.76,0.24,-0.6984
Always,Always,Often,Never,Never,3.9072013140426374,0.2424,0.0279,0.1368,0.0144,10.75,36.19,53.05,0.0,0.65,0.35,-1.0
Rarely,Never,Never,Often,Often,0.4428823733052627,0.2472,0.0159,0.1857,0.0195,23.6,55.34,21.06,0.35,0.65,0.0,1.0
Rarely,Rarely,Often,Often,Sometimes,1.6901937132477785,0.3598,0.0168,0.147,0.0107,21.03,54.82,24.16,0.0,0.94,0.06,-0.1756
Never,Never,Never,Always,Often,0.16809870068562116,0.3034,0.0282,0.03,0.0179,27.71,72.29,0.0,0.23,0.77,0.0,0.6666
Sometimes,Often,Often,Rarely,Rarely,2.9596164830677214,0.2773,0.0156,0.0778,0.0109,10.43,43.05,46.52,0.0,0.67,0.33,-0.9376
Always,Always,Often,Never,Rarely,3.6723062087966025,0.3919,0.0206,0.1277,0.0143,0.0,48.07,51.93,0.0,0.65,0.35,-1.0
Rarely,Sometimes,Rarely,Often,Often,1.1201493182019577,0.3544,0.0169,0.1266,0.0134,31.36,45.96,22.68,0.2,0.8,0.0,0.5596
Sometimes,Always,Often,Rarely,Rarely,3.4333667071964835,0.2542,0.0286,0.1315,0.0196,0.0,65.61,34.39,0.0,0.91,0.09,-0.2431
Often,Sometimes,Rarely,Always,Always,1.168872921847591,0.2555,0.0235,0.1616,0.0148,39.09,29.67,31.24,0.24,0.76,0.0,0.6785
Always,Often,Always,Rarely,Never,3.643080646575661,0.3084,0.0192,0.1404,0.0177,0.0,65.97,34.03,0.0,0.65,0.35,-1.0
Rarely,Often,Often,Never,Rarely,3.0158476143871358,0.2623,0.0228,0.1066,0.0181,26.82,37.57,35.61,0.0,0.79,0.21,-0.6026
Sometimes,Often,Often,Never,Sometimes,3.2196271073657545,0.3004,0.0134,0.1078,0.0161,0.0,46.77,53.23,0.0,0.73,0.27,-0.7775
Never,Never,Never,Often,Always,0.072026222401818,0.2998,0.0159,0.1055,0.016,37.95,38.58,23.47,0.35,0.65,0.0,1.0
Often,Always,Often,Never,Never,3.851241428296104,0.2525,0.0113,0.1977,0.0141,11.56,26.54,61.9,0.0,0.83,0.17,-0.4733
Often,Often,Always,Never,Rarely,2.906683968281293,0.2617,0.0293,0.1688,0.016,36.89,22.46,40.66,0.0,0.92,0.08,-0.2289
Sometimes,Rarely,Rarely,Often,Sometimes,1.2190043815445333,0.3109,0.0163,0.1298,0.0142,33.64,53.52,12.85,0.14,0.86,0.0,0.3962
Always,Often,Often,Never,Sometimes,3.3175786594353878,0.2919,0.0166,0.124,0.0199,17.29,11.05,71.66,0.0,0.86,0.14,-0.3977
Rarely,Sometimes,Never,Often,Always,1.1260847936597198,0.3179,0.0167,0.1222,0.0188,29.03,62.43,8.54,0.17,0.83,0.0,0.4972
Sometimes,Always,Always,Never,Never,3.491015358264512,0.3209,0.0151,0.1972,0.0183,12.5,19.72,67.78,0.0,0.89,0.11,-0.3162
Rarely,Never,Never,Often,Always,0.45032156164774806,0.2648,0.0132,0.1418,0.0188,23.21,74.67,2.13,0.28,0.72,0.0,0.7908
Sometimes,Sometimes,Often,Never,Sometimes,2.814743909843183,0.2527,0.0152,0.1831,0.0193,11.77,52.22,36.01,0.0,0.65,0.35,-1.0
Rarely,Sometimes,Sometimes,Sometimes,Sometimes,2.1627939065796413,0.2849,0.0163,0.1348,0.0122,17.16,49.19,33.65,0.0,0.9,0.1,-0.2807
Rarely,Rarely,Rarely,Always,Often,0.38613788078176325,0.3289,0.0292,0.1156,0.0156,45.37,53.85,0.78,0.25,0.75,0.0,0.7231
Rarely,Rarely,Rarely,Often,Always,0.9675753130353559,0.2435,0.0227,0.0833,0.0192,39.76,44.37,15.87,0.19,0.81,0.0,0.5439
Never,Never,Never,Always,Always,0.04961614510925916,0.3457,0.0199,0.1179,0.016,63.54,17.26,19.2,0.35,0.65,0.0,1.0
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1.8750718618580233,0.3302,0.0185,0.0726,0.0143,19.9,56.88,23.22,0.0,0.96,0.04,-0.1213
Rarely,Sometimes,Rarely,Often,Sometimes,1.2050610430400015,0.3246,0.016,0.0561,0.02,0.0,88.34,11.66,0.04,0.96,0.0,0.1194
Often,Sometimes,Often,Rarely,Sometimes,2.3934299371910353,0.292,0.0181,0.1763,0.0103,13.21,44.91,41.88,0.0,0.79,0.21,-0.5983
Sometimes,Never,Rarely,Often,Sometimes,1.1889512308344687,0.2925,0.027,0.065,0.0116,0.0,88.81,11.19,0.08,0.92,0.0,0.2262
Rarely,Sometimes,Rarely,Always,Sometimes,1.1996764460279388,0.2776,0.0252,0.143,0.0179,24.83,75.17,0.0,0.0,0.86,0.14,-0.3953
Often,Often,Sometimes,Rarely,Never,2.9727727949264136,0.2676,0.0236,0.1764,0.0187,0.0,53.35,46.65,0.06,0.94,0.0,0.1842
Never,Never,Never,Always,Always,0.1925713439134138,0.2906,0.0121,0.1107,0.0197,38.95,61.05,0.0,0.35,0.65,0.0,1.0
Always,Always,Always,Rarely,Never,3.611579980767949,0.3196,0.0205,0.1299,0.0162,0.0,55.17,44.83,0.0,0.72,0.28,-0.8017
Always,Always,Often,Never,Never,3.409055497564726,0.2596,0.0107,0.1588,0.0198,1.68,50.45,47.87,0.0,0.65,0.35,-1.0
Often,Often,Sometimes,Sometimes,Sometimes,2.671218732905626,0.3672,0.0198,0.1124,0.0183,24.21,22.39,53.41,0.0,0.96,0.04,-0.1247
Often,Sometimes,Sometimes,Sometimes,Rarely,2.372886280429537,0.2933,0.0275,0.1544,0.014,45.01,54.02,0.97,0.22,0.78,0.0,0.6322
Always,Always,Often,Never,Never,3.569209992558609,0.2789,0.0192,0.1829,0.0124,3.23,74.81,21.96,0.0,0.68,0.32,-0.9201
Rarely,Never,Rarely,Often,Often,0.7413207181148578,0.3351,0.0188,0.1438,0.0125,64.16,24.84,11.0,0.29,0.71,0.0,0.8293
Never,Never,Never,Always,Often,0.31587664876331445,0.4217,0.0105,0.1303,0.0154,64.86,10.3,24.85,0.16,0.84,0.0,0.4601
Rarely,Never,Rarely,Often,Often,0.9580406796381524,0.323,0.0213,0.1151,0.0132,42.47,49.15,8.38,0.35,0.65,0.0,0.9995
Often,Often,Often,Rarely,Rarely,3.178313114800761,0.2262,0.0145,0.1558,0.0104,1.81,42.71,55.48,0.0,0.65,0.35,-1.0
Rarely,Never,Rarely,Always,Often,0.1386810669059333,0.3296,0.0202,0.1471,0.0196,16.88,71.57,11.56,0.28,0.72,0.0,0.7862
Sometimes,Sometimes,Often,Sometimes,Sometimes,2.3312273403339585,0.3196,0.0181,0.1605,0.0162,36.37,60.76,2.87,0.0,0.65,0.35,-1.0
Often,Always,Often,Never,Never,3.9817500647652397,0.2808,0.0234,0.1497,0.0161,0.0,55.74,44.26,0.0,0.74,0.26,-0.739
Often,Always,Always,Never,Never,3.4227843753501577,0.2712,0.0266,0.1862,0.0188,0.0,83.71,16.29,0.0,0.76,0.24,-0.6962
Rarely,Sometimes,Sometimes,Sometimes,Sometimes,2.085782756174358,0.3321,0.0154,0.0844,0.0146,13.94,58.92,27.14,0.0,0.95,0.05,-0.1413
Never,Never,Never,Always,Often,0.2545636371465694,0.3456,0.0125,0.1329,0.0122,29.84,52.97,17.19,0.35,0.65,0.0,1.0
Always,Often,Always,Never,Rarely,3.3254940575428393,0.232,0.0183,0.134,0.0104,16.74,17.34,65.92,0.0,0.67,0.33,-0.9386
Sometimes,Often,Sometimes,Sometimes,Sometimes,2.395914032708842,0.2992,0.0119,0.0994,0.0185,15.16,66.88,17.96,0.0,0.96,0.04,-0.1251
Rarely,Never,Never,Always,Often,0.45973198823826733,0.3178,0.011,0.1247,0.0148,5.39,79.2,15.4,0.07,0.93,0.0,0.1867
Never,Rarely,Rarely,Always,Always,0.3754291392934248,0.342,0.0208,0.1274,0.016,39.81,40.0,20.19,0.26,0.74,0.0,0.753
Often,Always,Always,Never,Rarely,3.6385072777463696,0.3246,0.0101,0.0897,0.0167,21.55,39.92,38.53,0.0,0.67,0.33,-0.9347
Sometimes,Often,Often,Rarely,Rarely,2.6768010517523138,0.2281,0.0257,0.1006,0.0163,0.0,70.31,29.69,0.0,0.99,0.01,-0.022
Always,Often,Often,Rarely,Never,3.317147197267022,0.2464,0.0212,0.129,0.013,4.41,46.96,48.64,0.0,0.87,0.13,-0.3743
Always,Always,Always,Never,Rarely,3.5159156011290693,0.2581,0.0246,0.1033,0.0199,10.84,50.37,38.79,0.0,0.81,0.19,-0.5396
Often,Often,Sometimes,Rarely,Rarely,2.287089408193289,0.2999,0.0217,0.1645,0.0178,12.61,53.18,34.21,0.16,0.84,0.0,0.4486
Sometimes,Rarely,Sometimes,Sometimes,Rarely,2.069785407020165,0.3144,0.0297,0.1924,0.0103,40.55,30.16,29.29,0.1,0.9,0.0,0.2821
Rarely,Often,Rarely,Often,Often,1.7217096412839608,0.2769,0.0251,0.1156,0.0166,6.9,86.86,6.24,0.0,0.82,0.18,-0.5181
Never,Sometimes,Rarely,Often,Sometimes,1.2677863511644771,0.3633,0.0173,0.1265,0.0108,43.27,23.79,32.94,0.3,0.7,0.0,0.8451
Rarely,Sometimes,Sometimes,Often,Often,1.738383843434847,0.2379,0.0289,0.1703,0.0141,35.93,47.51,16.56,0.09,0.91,0.0,0.2511
Often,Often,Often,Rarely,Rarely,3.0955186229206255,0.405,0.0249,0.1092,0.0178,5.55,65.11,29.34,0.0,0.76,0.24,-0.6909
Sometimes,Often,Often,Sometimes,Rarely,2.4076937240605263,0.3351,0.0291,0.134,0.0198,16.23,60.19,23.57,0.04,0.96,0.0,0.1246
Always,Often,Often,Rarely,Rarely,3.5700931598193844,0.3034,0.0253,0.0438,0.0178,3.77,54.98,41.25,0.0,0.68,0.32,-0.9147
Sometimes,Sometimes,Rarely,Sometimes,Sometimes,1.773520057516751,0.2818,0.0208,0.1488,0.0154,14.95,44.7,40.35,0.0,0.9,0.1,-0.2762
Sometimes,Often,Sometimes,Sometimes,Rarely,2.428358314875016,0.2504,0.0278,0.0046,0.0151,11.95,53.78,34.26,0.12,0.88,0.0,0.3501
Sometimes,Sometimes,Often,Never,Rarely,2.525230212367955,0.2851,0.0195,0.1766,0.0122,7.35,53.85,38.8,0.05,0.95,0.0,0.1454
Sometimes,Often,Often,Sometimes,Rarely,2.366788649225302,0.3438,0.0158,0.1254,0.0198,0.0,91.87,8.13,0.01,0.99,0.0,0.0192
Sometimes,Always,Sometimes,Rarely,Rarely,2.8105350923420653,0.2697,0.0289,0.0527,0.0129,14.57,60.85,24.59,0.0,0.9,0.1,-0.2979
Sometimes,Rarely,Rarely,Sometimes,Often,0.9497338734992251,0.3293,0.0147,0.1002,0.019,36.33,54.28,9.39,0.0,0.97,0.03,-0.0745
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2.0494551101831626,0.3736,0.0152,0.1533,0.012,27.14,49.73,23.13,0.0,0.71,0.29,-0.8314
Never,Never,Rarely,Always,Always,0.4168992112333907,0.3044,0.0153,0.1221,0.0164,40.64,50.7,8.65,0.35,0.65,0.0,1.0
Rarely,Sometimes,Often,Sometimes,Sometimes,1.5380453105792502,0.326,0.017,0.1389,0.0112,23.59,60.27,16.14,0.2,0.8,0.0,0.5759
Sometimes,Often,Sometimes,Rarely,Sometimes,1.9506682744850576,0.3803,0.0258,0.1625,0.0103,32.28,43.17,24.55,0.22,0.78,0.0,0.6244
Sometimes,Often,Sometimes,Rarely,Sometimes,2.60889703818189,0.2947,0.0229,0.1144,0.0142,6.98,88.22,4.8,0.02,0.98,0.0,0.0465
Always,Always,Often,Rarely,Rarely,3.802124210344814,0.3436,0.0127,0.085,0.018,0.0,44.4,55.6,0.0,0.75,0.25,-0.7065
Often,Always,Sometimes,Sometimes,Sometimes,2.4026042661934235,0.3533,0.0203,0.157,0.0157,1.04,77.5,21.45,0.0,0.8,0.2,-0.5748
Often,Often,Often,Sometimes,Rarely,2.974375664706239,0.2807,0.0241,0.143,0.0193,11.81,64.12,24.07,0.0,0.73,0.27,-0.7847
Sometimes,Sometimes,Often,Sometimes,Sometimes,2.025064237980811,0.3348,0.0292,0.1143,0.0161,21.46,57.24,21.3,0.29,0.71,0.0,0.8328
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2.5364161255053252,0.2889,0.0211,0.0975,0.0117,17.15,58.11,24.74,0.0,0.89,0.11,-0.3168
Never,Rarely,Never,Always,Often,0.2837288645350937,0.3619,0.0264,0.1434,0.0132,37.57,62.43,0.0,0.09,0.91,0.0,0.2436
Rarely,Never,Rarely,Often,Often,1.017566323367388,0.3512,0.0126,0.1444,0.0106,45.13,42.48,12.4,0.27,0.73,0.0,0.7707
Rarely,Rarely,Rarely,Often,Sometimes,1.4474123728205548,0.3001,0.0298,0.1717,0.0172,10.23,89.77,0.0,0.0,0.91,0.09,-0.2646
Often,Sometimes,Sometimes,Sometimes,Sometimes,1.8899734200260543,0.2802,0.0283,0.1061,0.012,18.89,67.63,13.48,0.0,0.96,0.04,-0.112
Never,Never,Sometimes,Always,Often,0.18259498200953495,0.2195,0.0138,0.0873,0.0129,47.76,43.1,9.15,0.25,0.75,0.0,0.7281
Never,Never,Never,Always,Often,0.5600963902132707,0.3402,0.0195,0.1409,0.011,19.28,80.72,0.0,0.35,0.65,0.0,1.0
Sometimes,Sometimes,Rarely,Often,Often,1.1072572311652231,0.3524,0.0261,0.0467,0.0145,26.98,73.02,0.0,0.16,0.84,0.0,0.444
Always,Always,Always,Never,Never,3.8861307636042026,0.2896,0.0201,0.1852,0.0154,0.0,57.69,42.31,0.0,0.68,0.32,-0.9246
Sometimes,Sometimes,Sometimes,Often,Often,1.325388028412203,0.252,0.0254,0.1325,0.0172,25.23,50.57,24.2,0.09,0.91,0.0,0.2584
Never,Sometimes,Rarely,Sometimes,Sometimes,1.9281642324483301,0.3598,0.0256,0.1317,0.0115,13.92,48.84,37.24,0.0,0.97,0.03,-0.0968
Sometimes,Rarely,Rarely,Always,Often,0.7843908509535717,0.2839,0.0195,0.121,0.012,53.37,46.63,0.0,0.35,0.65,0.0,1.0
Often,Sometimes,Sometimes,Sometimes,Sometimes,2.443120284303073,0.2171,0.0228,0.1346,0.0138,13.98,53.97,32.04,0.0,0.89,0.11,-0.315
Sometimes,Rarely,Rarely,Often,Rarely,1.1227328620638972,0.3257,0.016,0.1457,0.0116,30.7,56.47,12.83,0.15,0.85,0.0,0.4262
Rarely,Rarely,Sometimes,Often,Often,0.8279703137537071,0.3152,0.0124,0.1866,0.013,18.31,58.94,22.75,0.35,0.65,0.0,1.0
Sometimes,Sometimes,Sometimes,Often,Sometimes,2.0662905137839163,0.2568,0.0143,0.1278,0.0141,22.72,33.71,43.57,0.0,0.96,0.04,-0.1069
Never,Sometimes,Never,Always,Always,0.022023196641683285,0.2686,0.0217,0.1254,0.0197,40.17,59.83,0.0,0.35,0.65,0.0,1.0
Never,Never,Never,Always,Always,0.03065613059690131,0.3716,0.0151,0.1804,0.0119,27.98,72.02,0.0,0.34,0.66,0.0,0.9814
Rarely,Rarely,Sometimes,Often,Often,0.8762752364074311,0.3231,0.0165,0.1172,0.0142,19.81,80.19,0.0,0.26,0.74,0.0,0.7443
Never,Rarely,Never,Always,Always,0.14688545000328457,0.246,0.0163,0.1036,0.0133,22.58,77.42,0.0,0.22,0.78,0.0,0.6266
Never,Sometimes,Rarely,Always,Always,0.4321030165227655,0.2889,0.022,0.1241,0.0152,51.05,31.96,17.0,0.26,0.74,0.0,0.7442
Sometimes,Rarely,Rarely,Sometimes,Always,1.3554425973550064,0.374,0.0232,0.1231,0.0186,56.98,17.23,25.8,0.04,0.96,0.0,0.1016
Always,Sometimes,Often,Sometimes,Sometimes,3.2103427183192514,0.3525,0.0167,0.2117,0.0145,15.98,36.79,47.23,0.0,0.69,0.31,-0.8797
Sometimes,Rarely,Often,Sometimes,Rarely,2.2881945734772033,0.2952,0.0213,0.196,0.0129,15.36,70.02,14.63,0.0,0.71,0.29,-0.8367
Sometimes,Sometimes,Sometimes,Sometimes,Rarely,2.0506709038256656,0.3173,0.0227,0.0756,0.0154,8.91,51.3,39.78,0.05,0.95,0.0,0.1289
Rarely,Rarely,Rarely,Often,Sometimes,1.1739552928324866,0.3146,0.0258,0.1312,0.0105,34.01,50.41,15.58,0.25,0.75,0.0,0.7215
Always,Always,Often,Never,Rarely,3.7270148777312655,0.2641,0.0115,0.1056,0.0179,0.0,57.31,42.69,0.0,0.97,0.03,-0.0786
Rarely,Often,Sometimes,Always,Often,1.5880601649487667,0.3225,0.0134,0.1771,0.0134,39.83,31.43,28.74,0.35,0.65,0.0,1.0
Never,Rarely,Rarely,Often,Sometimes,0.34837106718308597,0.3092,0.0187,0.0771,0.0167,29.6,70.4,0.0,0.02,0.98,0.0,0.0581
Often,Sometimes,Sometimes,Sometimes,Rarely,2.468266064471205,0.2932,0.0156,0.1336,0.0174,3.95,87.9,8.16,0.0,0.92,0.08,-0.2195
Rarely,Rarely,Never,Always,Always,0.45535357390640563,0.2893,0.0165,0.0786,0.0187,21.6,67.56,10.85,0.34,0.66,0.0,0.9596
Sometimes,Sometimes,Rarely,Rarely,Sometimes,1.3808925712067683,0.2488,0.0101,0.1423,0.0185,27.52,70.23,2.25,0.13,0.87,0.0,0.3849
Rarely,Rarely,Sometimes,Sometimes,Often,2.0296477548712355,0.2813,0.0101,0.1715,0.0131,20.37,50.96,28.68,0.0,0.99,0.01,-0.0381
Often,Always,Always,Never,Never,3.4968900987407032,0.3605,0.0127,0.1424,0.0113,9.04,30.9,60.05,0.0,0.71,0.29,-0.8367
Sometimes,Sometimes,Often,Rarely,Sometimes,1.9741863213604747,0.2653,0.0248,0.1205,0.0172,7.34,58.68,33.97,0.03,0.97,0.0,0.0799
Often,Often,Often,Rarely,Never,2.809035064126657,0.3371,0.0188,0.1281,0.0141,0.0,57.37,42.63,0.0,0.85,0.15,-0.4334
Always,Always,Always,Never,Never,3.9712673559962814,0.2888,0.0186,0.2001,0.0102,10.09,37.16,52.75,0.0,0.79,0.21,-0.6112
Never,Never,Rarely,Always,Always,0.5259564795919265,0.356,0.0119,0.1265,0.0159,23.73,69.36,6.91,0.06,0.94,0.0,0.1724
Sometimes,Rarely,Rarely,Often,Often,1.098926102078078,0.2635,0.0154,0.1,0.0187,30.48,37.04,32.47,0.0,0.78,0.22,-0.6285
Rarely,Rarely,Rarely,Often,Sometimes,1.5783043023905856,0.3745,0.017,0.1437,0.0167,26.99,55.61,17.4,0.23,0.77,0.0,0.6552
Rarely,Sometimes,Sometimes,Sometimes,Sometimes,1.6873127141553255,0.3105,0.0189,0.1743,0.0192,23.7,72.9,3.4,0.06,0.94,0.0,0.1767
